"Taxation statistics 2022–23 Individuals: Selected items, by state/territory1, Statistical Area Level 4 (SA4)2, and postcode, 2022–23 income year3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State/ Territory1,Statistical Area Level 4 (SA4)2,Postcode,"Individuals
no.","Taxable income or loss4
no.","Taxable income or loss4
$","Tax on taxable income
no.","Tax on taxable income
$","Medicare levy
no.","Medicare levy
$","Medicare levy surcharge
no.","Medicare levy surcharge
$","Total Medicare levy liability
no.","Total Medicare levy liability
$","Net tax
no.","Net tax
$","HELP assessment debt
no.","HELP assessment debt
$","Salary or wages
no.","Salary or wages
$","Tax withheld from salary or wages
no.","Tax withheld from salary or wages
$","Allowances earnings tips directors fees etc
no.","Allowances earnings tips directors fees etc
$","Employer lump sum payments amount A
no.","Employer lump sum payments amount A
$","Employment termination payments taxable component
no.","Employment termination payments taxable component
$","Australian government allowances and payments
no.","Australian government allowances and payments
$","Australian government pensions and allowances
no.","Australian government pensions and allowances
$","Australian annuities and superannuation income streams taxable component taxed element
no.","Australian annuities and superannuation income streams taxable component taxed element
$","Australian annuities and superannuation income streams taxable component untaxed element
no.","Australian annuities and superannuation income streams taxable component untaxed element
$","Gross interest
no.","Gross interest
$","Dividends unfranked
no.","Dividends unfranked
$","Dividends franked
no.","Dividends franked
$","Dividends franking credit
no.","Dividends franking credit
$","Total Income or Loss4
no.","Total Income or Loss4
$","Total work related car expenses
no.","Total work related car expenses
$","Work related travel expenses
no.","Work related travel expenses
$","Total work related uniform/clothing expenses
no.","Total work related uniform/clothing expenses
$","Total work related self education expenses
no.","Total work related self education expenses
$","Other work related expenses
no.","Other work related expenses
$","Total work related expenses
no.","Total work related expenses
$","Low value pool deduction
no.","Low value pool deduction
$","Interest deductions
no.","Interest deductions
$","Dividend deductions
no.","Dividend deductions
$","Gifts or donations
no.","Gifts or donations
$","Cost of managing tax affairs - Interest charged by the ATO
no.","Cost of managing tax affairs - Interest charged by the ATO
$","Cost of managing tax affairs - Litigation costs
no.","Cost of managing tax affairs - Litigation costs
$","Cost of managing tax affairs - Other expenses incurred in managing your tax affairs
no.","Cost of managing tax affairs - Other expenses incurred in managing your tax affairs
$","Total deductions4
no.","Total deductions4
$","Total reportable fringe benefits amounts - Employers exempt from FBT under section 57A of the FBTAA 1986
no.","Total reportable fringe benefits amounts - Employers exempt from FBT under section 57A of the FBTAA 1986
$","Total reportable fringe benefits amounts - Employers not exempt from FBT under section 57A of the FBTAA 1986
no.","Total reportable fringe benefits amounts - Employers not exempt from FBT under section 57A of the FBTAA 1986
$","Reportable employer superannuation contributions
no.","Reportable employer superannuation contributions
$","Net primary production distribution
no.","Net primary production distribution
$","Net non primary production distribution
no.","Net non primary production distribution
$","Share of franking credit from franked dividends
no.","Share of franking credit from franked dividends
$","Net PSI transferred
no.","Net PSI transferred
$","Deferred non-commercial business losses primary production deferred losses
no.","Deferred non-commercial business losses primary production deferred losses
$","Deferred non-commercial business losses non primary production deferred losses
no.","Deferred non-commercial business losses non primary production deferred losses
$","Capital gains net capital gain
no.","Capital gains net capital gain
$","Estimated tax on net capital gains
no.","Estimated tax on net capital gains
$","Capital gains total current year capital gains
no.","Capital gains total current year capital gains
$","Capital gains net capital losses carrier forward
no.","Capital gains net capital losses carrier forward
$","Foreign source income assessable foreign source income
no.","Foreign source income assessable foreign source income
$","Foreign source income other net foreign source income
no.","Foreign source income other net foreign source income
$","Foreign source income foreign income tax offset
no.","Foreign source income foreign income tax offset
$","Gross rent
no.","Gross rent
$","Rent interest deductions
no.","Rent interest deductions
$","Rent capital works deductions
no.","Rent capital works deductions
$","Rent other rental deductions
no.","Rent other rental deductions
$",Net rent - profit no.,"Net rent - profit 
$","Net rent - loss 
no.","Net rent - loss 
$","Net rent4
no.","Net rent4
$","Other income category 1
no.","Other income category 1
$","Other income category 2 (ATO Interest)
no.","Other income category 2 (ATO Interest)
$","Other income category 3 (FHSS)
no.","Other income category 3 (FHSS)
$","Other income category 4
no.","Other income category 4
$","Personal superannuation contributions
no.","Personal superannuation contributions
$","Other deductions
no.","Other deductions
$","Total business income - primary production
no.","Total business income - primary production
$","Total business income non-primary production
no.","Total business income non-primary production
$","Total business income4
no.","Total business income4
$","Total business expenses4
no.","Total business expenses4
$","Net income or loss from business
no.","Net income or loss from business
$","Estimated business net tax
no.","Estimated business net tax
$","Australian superannuation income stream tax offset
no.","Australian superannuation income stream tax offset
$","Small business income tax offset
no.","Small business income tax offset
$","Low income tax offset
no.","Low income tax offset
$","HELP debt balance
no.","HELP debt balance
$","People with private health insurance
no.","Private health insurance - your Australian Government rebate received
no.","Private health insurance - your Australian Government rebate received
$","Private health insurance rebate credited (rebate increased)
no.","Private health insurance rebate credited (rebate increased)
$","Excess private health reduction or refund (rebate reduced)
no.","Excess private health reduction or refund (rebate reduced)
$","Total private health insurance rebate
no.","Total private health insurance rebate
$"
QLD,Brisbane - East,4179,"12,728","12,635","1,077,853,970","11,067","266,613,363","9,820","20,346,248",694,"950,238","9,817","21,276,217","10,360","281,748,555",908,"3,694,031","10,397","876,331,619","10,217","243,624,143","3,362","14,376,939",123,"1,908,315",301,"4,391,690",549,"4,453,997",536,"7,600,016",29,"306,949",163,"6,342,361","8,209","9,352,370",987,"1,021,946","2,594","22,917,022","2,571","8,890,222","12,662","1,122,944,010","2,867","8,815,972","1,421","2,139,748","5,261","1,443,672",675,"967,498","7,111","9,124,834","8,391","22,491,724",245,"78,293",112,"856,899",322,"1,026,371","3,759","1,811,427",229,"443,669",13,"5,862","4,710","2,067,260","10,074","43,963,396",551,"12,171,884",257,"3,844,571","2,111","13,880,185",37,"294,706","2,075","75,073,775","1,384","10,662,602",177,"5,065,927",8,"1,480,727",136,"1,624,187","1,168","31,194,533",966,"10,028,165","1,496","66,045,926","1,078","30,445,535","1,237","8,170,300","1,099","1,715,014","1,071","1,178,442","1,702","41,333,040","1,327","16,826,666",946,"3,152,089","1,705","19,076,983",856,"9,290,224",850,"-7,012,922","1,712","2,277,302",102,"761,524",28,"41,095",7,"87,032",201,"811,551",786,"12,688,284",740,"2,425,787",12,"263,261",984,"66,617,020",993,"66,884,877",928,"36,072,130","1,035","28,481,774",694,"6,272,609",118,"400,513",951,"614,892","4,553","1,792,796","1,967","49,635,273","8,533","7,046","5,062,398",584,"203,498","3,222","1,528,612","6,097","3,737,285"
QLD,Brisbane - East,4183,"1,328","1,312","74,260,856","1,070","14,985,571",819,"1,261,533",60,"108,912",818,"1,359,704",941,"15,154,473",45,"152,714",902,"48,120,396",882,"11,235,107",278,"894,167",7,"139,902",30,"157,898",115,"1,032,890",101,"1,590,404",9,"150,034",16,"544,692",797,"1,257,455",106,"288,780",249,"4,206,178",249,"1,708,392","1,317","77,936,249",269,"604,021",132,"215,999",557,"190,286",54,"128,755",549,"649,789",676,"1,788,850",6,"1,610",12,"8,350",26,"51,275",397,"273,733",32,"46,504",1,143,495,"244,400",942,"3,555,199",44,"1,078,943",8,"199,105",101,"779,047",8,"8,049",190,"4,743,992",85,"445,647",19,"406,301",2,"14,378",18,"379,456",110,"2,470,047",72,"611,415",133,"5,399,899",95,"3,905,135",97,"955,847",86,"132,207",81,"226,938",207,"4,687,712",105,"987,020",84,"241,113",206,"2,469,991",145,"1,455,147",62,"-465,559",207,"989,588",10,"41,614",2,"3,205",0,0,16,"565,012",52,"1,028,664",34,"111,670",14,"912,193",201,"16,056,978",214,"16,969,171",200,"10,756,452",217,"5,752,050",126,"1,083,653",12,"43,214",163,"98,889",630,"276,358",152,"3,429,257",572,490,"417,472",43,"14,033",119,"72,545",471,"358,960"
QLD,Brisbane - East,4184,"3,906","3,807","180,339,685","2,933","32,114,101","2,130","2,908,356",160,"243,039","2,122","3,130,247","2,400","32,359,633",105,"315,634","2,496","131,525,574","2,405","30,575,590",748,"2,198,605",32,"138,681",92,"347,570",638,"6,415,810",519,"8,086,378",20,"142,323",86,"2,713,768","2,121","1,749,807",187,"226,193",468,"3,034,937",464,"1,216,528","3,807","187,472,050",606,"1,540,932",322,"611,603","1,357","402,671",165,"189,649","1,407","1,499,193","1,842","4,244,048",36,"8,774",11,"5,939",47,"75,916",725,"324,511",87,"204,826",4,"1,408","1,368","426,756","2,537","6,834,956",115,"2,488,004",24,"421,005",277,"1,862,496",14,"135,643",309,"5,353,229",132,"357,670",97,"1,970,375",3,"128,086",91,"944,418",206,"3,734,693",137,"764,086",271,"8,398,722",256,"8,221,062",200,"2,596,515",124,"274,779",125,"415,399",415,"7,197,623",256,"2,013,953",150,"313,770",412,"3,410,184",270,"2,198,639",147,"-738,923",417,"1,459,716",43,"398,271",6,"3,947",1,880,63,"568,241",110,"1,316,168",88,"192,185",14,"336,463",465,"28,646,724",477,"28,983,187",452,"19,923,752",496,"8,276,656",231,"1,387,245",62,"192,046",287,"153,337","1,768","747,559",480,"11,918,721","1,171","1,065","801,196",88,"24,660",223,"98,756","1,028","727,100"
QLD,Logan - Beaudesert,4205,"3,190","3,143","173,375,545","2,722","31,247,687","2,228","3,008,161",138,"171,954","2,228","3,176,995","2,460","32,932,059",205,"613,672","2,605","153,087,425","2,570","34,946,053","1,019","2,364,422",28,"113,523",82,"192,450",323,"2,665,160",289,"4,422,164",8,"67,512",54,"1,545,319","1,717","1,073,949",107,"135,645",307,"936,065",302,"391,531","3,152","181,231,426",823,"2,453,097",384,"632,109","1,687","560,407",206,"210,069","1,689","2,072,591","2,091","5,928,273",35,"12,664",14,"24,786",31,"21,641",806,"391,701",39,"78,150",2,525,"1,029","247,336","2,371","7,735,501",118,"2,750,453",20,"221,802",297,"1,354,623",9,"-11,972",193,"2,368,706",119,"265,257",53,"1,122,270",1,1,29,"440,757",120,"1,534,072",92,"328,915",148,"3,936,253",108,"3,373,356",113,"806,629",89,"429,975",92,"138,959",155,"2,765,934",118,"844,021",72,"144,787",158,"1,362,551",92,"739,451",67,"-324,876",159,"414,575",31,"206,869",1,"7,956",1,"6,470",18,"209,685",66,"834,770",84,"191,244",5,"168,930",234,"13,723,736",239,"13,892,666",229,"7,770,777",246,"5,887,633",160,"985,669",44,"112,866",177,"100,313","1,572","582,484",472,"11,890,533",988,838,"533,484",87,"29,443",142,"53,691",865,"509,236"
QLD,Logan - Beaudesert,4207,"42,688","42,174","2,590,198,736","36,804","513,217,516","31,045","46,178,846","2,315","2,936,289","31,046","49,094,184","34,061","545,396,040","3,107","10,166,197","35,924","2,234,999,356","35,285","525,796,274","12,951","36,797,516",403,"2,963,909","1,051","3,422,299","3,801","31,904,270","2,561","38,798,373",52,"731,659",264,"9,183,859","23,658","13,109,760","1,249","1,205,694","3,855","37,670,267","3,795","14,687,588","42,204","2,711,919,781","12,380","36,917,947","5,348","10,315,968","23,501","8,120,847","2,809","3,638,547","23,383","30,829,057","29,100","89,822,366",440,"201,084",183,"384,032",253,"505,943","10,192","5,379,891",738,"1,522,368",31,"53,134","13,926","3,413,695","32,462","119,738,098","1,520","33,486,865",380,"4,736,983","4,175","21,117,027",135,"680,721","2,969","105,277,499","1,459","8,660,348",815,"17,374,506",38,"1,155,242",450,"4,703,206","1,373","36,242,421","1,114","12,174,663","1,711","79,330,394","1,664","25,153,402","1,244","6,153,493","1,032","2,762,050","1,029","1,023,049","2,830","53,211,761","2,275","21,665,231","1,314","3,873,137","2,818","25,040,494","1,392","11,252,002","1,445","-8,619,103","2,842","2,632,899",376,"1,964,726",76,"85,556",27,"247,434",303,"2,433,013","1,206","14,553,807","1,351","3,850,384",101,"4,617,149","3,692","251,641,045","3,783","256,258,194","3,591","162,303,315","3,871","89,547,582","2,463","17,040,845",198,"630,173","3,076","1,829,762","20,239","7,457,026","6,657","165,199,033","14,209","12,120","7,427,576","1,145","289,584","3,311","1,316,938","11,923","6,400,223"
QLD,Gold Coast,4208,"15,865","15,705","1,129,449,158","13,840","249,445,693","12,251","21,029,132","1,096","1,467,010","12,247","22,455,744","13,042","265,436,385","1,181","4,232,765","13,454","949,116,761","13,185","237,750,867","4,725","16,026,209",157,"1,390,989",395,"2,140,667",811,"6,272,741",614,"8,815,880",29,"330,420",91,"3,105,696","9,567","6,113,766",584,"1,658,863","1,711","13,070,957","1,701","4,878,207","15,718","1,180,484,559","4,883","15,013,010","2,097","3,681,709","8,732","2,907,767","1,053","1,268,914","9,193","12,494,125","11,136","35,365,525",192,"52,234",62,"49,744",131,"218,445","4,200","2,057,068",342,"683,109",6,945,"5,475","1,561,275","12,480","49,993,410",572,"11,867,062",243,"2,737,388","1,874","9,688,309",53,"332,990","1,639","75,462,670",804,"8,097,673",251,"5,217,638",13,"165,344",211,"2,575,527",732,"28,774,936",640,"10,492,689",905,"65,543,259",807,"19,382,694",670,"4,633,417",552,"1,553,116",576,"920,413","1,553","31,461,200","1,358","14,328,782",872,"2,683,363","1,562","14,113,730",705,"5,748,307",858,"-5,412,983","1,563","335,324",169,"1,296,151",30,"83,446",9,"60,955",162,"2,274,612",618,"8,315,182",665,"1,661,508",28,"1,194,780","1,425","119,118,779","1,449","120,313,559","1,387","79,685,383","1,490","37,634,411",947,"7,964,452",68,"236,684","1,348","823,576","6,686","2,556,284","2,404","63,301,870","7,268","6,112","3,874,315",513,"132,983","2,253","954,857","5,732","3,052,440"
QLD,Gold Coast,4209,"48,953","48,362","3,117,793,817","42,375","640,189,294","36,004","56,010,180","2,701","3,521,272","35,984","59,438,862","39,579","679,659,065","3,901","13,059,090","41,995","2,724,854,396","41,267","657,551,354","15,624","45,836,912",451,"3,767,142","1,264","4,979,757","3,526","27,128,963","2,169","32,290,152",65,"1,002,529",220,"7,815,745","29,155","14,625,580","1,364","1,347,579","4,087","41,482,275","4,049","16,431,300","48,389","3,260,978,079","15,345","45,821,460","6,368","11,049,140","26,934","9,548,373","3,952","5,367,908","28,418","39,088,566","34,295","110,875,447",421,"162,021",203,"287,273",353,"729,863","11,897","5,120,151",893,"1,674,290",33,"164,135","15,925","4,283,129","37,842","141,323,647","1,946","42,296,090",554,"6,494,782","4,355","20,389,087",68,"439,779","3,329","110,722,025","1,745","10,280,228",790,"16,978,047",28,"117,127",671,"6,462,378","1,702","47,884,400","1,423","17,441,760","2,192","103,314,803","2,093","46,150,538","1,645","14,498,659","1,317","3,516,726","1,358","2,742,082","3,538","78,274,916","3,023","35,913,036","1,914","8,650,719","3,551","33,091,409","1,623","13,322,423","1,944","-12,702,669","3,571","619,754",601,"3,046,322",86,"133,304",43,"395,364",341,"3,669,287","1,167","13,725,026","1,625","4,176,326",97,"3,615,366","5,201","299,523,028","5,292","303,220,139","4,960","184,597,865","5,447","113,989,188","3,493","20,633,808",159,"548,872","4,015","2,188,247","22,989","8,694,929","8,254","222,806,644","18,735","15,626","8,986,091","1,632","380,427","4,809","1,829,228","15,177","7,537,289"
QLD,Gold Coast,4210,"15,030","14,890","1,042,284,980","13,053","226,523,529","11,503","19,316,369",963,"1,239,114","11,510","20,547,465","12,273","241,311,279","1,062","3,802,584","12,383","861,649,081","12,147","215,824,568","4,330","16,572,155",146,"1,310,898",326,"1,830,086",835,"6,362,478",558,"7,782,856",31,"379,992",108,"3,547,249","9,173","7,123,943",571,"694,363","1,810","18,429,532","1,785","6,965,194","14,896","1,091,717,019","4,524","13,572,599","1,709","2,786,773","7,898","2,564,258","1,021","1,318,723","8,578","11,666,195","10,188","31,908,548",206,"91,180",73,"177,121",142,"335,053","3,734","1,351,091",334,"864,910",9,"76,044","5,331","1,713,867","11,710","48,717,143",663,"13,359,878",185,"2,440,079","1,842","10,417,877",37,"-525,763","1,757","76,981,128",857,"9,195,346",212,"5,258,388",17,"369,502",222,"4,642,156",803,"17,970,513",708,"5,279,791","1,000","41,287,531",835,"16,651,889",800,"5,519,273",668,"1,369,431",660,"680,760","1,612","34,783,528","1,354","14,293,874",863,"2,665,963","1,609","15,129,807",839,"7,329,477",778,"-4,624,407","1,622","2,705,070",179,"994,584",36,"54,551",12,"127,370",177,"1,711,045",647,"9,672,901",739,"2,456,932",28,"643,387","1,538","109,018,123","1,563","109,682,170","1,489","68,828,932","1,599","37,486,038","1,011","7,884,701",77,"268,389","1,495","933,865","6,551","2,523,327","2,320","63,594,686","7,187","6,054","3,900,678",452,"127,304","2,152","916,295","5,627","3,111,687"
QLD,Gold Coast,4211,"40,218","39,795","2,571,682,714","34,688","532,582,091","29,518","46,527,409","2,171","2,839,115","29,509","49,325,974","31,960","564,100,432","3,103","11,038,331","32,208","2,087,558,502","31,477","506,203,174","11,040","34,646,235",343,"3,333,045",798,"3,495,860","2,814","22,451,400","2,182","31,763,220",82,"1,248,032",360,"12,809,907","24,793","21,831,047","1,871","1,832,879","5,155","42,434,542","5,086","16,409,033","39,807","2,689,766,495","11,615","31,841,209","4,162","7,053,901","20,022","6,637,547","2,431","3,380,677","21,699","28,941,862","26,021","77,855,196",469,"198,732",229,"492,351",463,"880,348","9,683","4,648,553",823,"1,791,206",27,"11,523","14,046","4,376,591","30,465","116,682,070","1,603","33,161,242",408,"5,344,014","4,306","23,828,312",135,"1,112,657","4,448","163,281,157","2,179","12,842,359",693,"16,021,333",33,"472,320",582,"7,279,906","2,118","43,456,778","1,701","12,501,322","2,696","98,401,843","2,342","56,735,777","2,114","16,234,928","1,707","5,915,231","1,714","1,529,992","4,118","97,359,814","3,315","35,920,327","2,081","7,333,997","4,118","44,061,946","2,305","22,279,406","1,830","-12,235,863","4,138","10,043,543",400,"4,639,303",77,"137,779",27,"412,969",427,"3,754,925","1,518","21,388,283","1,612","4,924,821",73,"2,416,139","4,580","319,086,344","4,644","321,470,929","4,373","191,348,553","4,757","123,401,015","3,047","25,037,555",285,"1,040,987","4,055","2,445,413","18,666","7,169,516","6,591","187,071,472","18,234","15,566","10,378,400","1,192","335,091","4,689","2,007,206","14,877","8,706,285"
QLD,Gold Coast,4212,"23,018","22,703","1,794,726,192","19,378","440,484,214","16,435","33,127,828","1,325","2,016,468","16,411","35,075,203","17,831","461,473,866","1,383","5,613,313","16,902","1,246,359,125","16,432","329,095,149","5,551","24,921,225",188,"1,923,896",437,"4,465,734","1,042","7,725,704","1,148","15,842,574",58,"1,048,552",294,"11,063,792","14,975","28,695,402","1,580","4,491,483","4,046","67,972,120","4,012","25,948,894","22,731","1,881,817,486","5,686","18,417,220","2,244","4,228,250","9,227","2,936,145","1,207","2,061,915","11,159","15,404,966","13,305","43,048,496",299,"111,066",196,"1,353,490",426,"1,700,131","4,974","4,587,315",623,"1,368,058",9,"15,889","8,100","3,693,278","16,830","84,859,783",737,"15,080,208",361,"5,867,009","2,427","16,998,158",79,"-3,234,354","3,777","219,145,628","2,012","30,094,790",354,"10,384,355",16,"573,302",298,"7,493,529","1,783","70,601,741","1,476","23,999,002","2,359","158,506,549","2,037","93,175,327","1,908","32,731,136","1,536","17,639,786","1,531","4,844,043","3,083","84,158,906","2,339","30,650,941","1,721","7,294,409","3,074","38,490,755","1,753","19,164,742","1,348","-11,431,337","3,103","7,733,405",241,"2,090,473",91,"449,395",14,"138,531",317,"4,856,984","1,279","24,582,823",993,"4,063,895",33,"2,936,464","2,242","209,304,953","2,271","212,212,413","2,122","133,410,118","2,359","71,642,904","1,524","18,951,325",234,"921,342","2,246","1,455,488","9,291","3,717,490","3,070","91,625,840","13,314","10,888","8,365,495",956,"318,636","4,010","2,168,706","9,665","6,515,425"
QLD,Gold Coast,4213,"19,840","19,644","1,408,416,985","16,916","319,846,839","14,488","25,927,781",959,"1,328,881","14,481","27,229,889","15,644","337,680,872","1,411","5,356,606","15,282","1,059,574,390","14,859","271,485,308","4,732","19,334,447",159,"1,678,549",353,"4,468,126","1,146","8,962,716",905,"12,821,135",39,"732,835",162,"6,023,099","12,709","15,784,133","1,177","1,405,246","3,168","46,230,093","3,130","17,188,096","19,675","1,476,340,773","5,162","14,724,725","1,858","3,218,981","8,671","2,685,673","1,091","1,650,180","10,053","14,027,274","11,996","36,306,833",277,"93,971",132,"758,310",324,"839,095","4,598","2,915,620",513,"906,232",5,833,"6,819","2,736,831","14,775","66,184,756",754,"15,741,258",279,"4,127,880","2,339","15,302,506",81,"1,221,160","3,113","132,662,579","1,561","13,350,207",329,"7,424,728",17,"722,615",322,"3,155,754","1,291","29,792,295","1,060","8,448,817","1,633","66,267,358","1,445","54,683,440","1,362","12,042,661","1,115","4,718,327","1,096","1,510,465","2,641","64,738,911","2,043","23,563,530","1,341","4,273,230","2,627","28,605,392","1,549","16,122,428","1,092","-7,825,671","2,651","8,296,757",175,"1,029,621",51,"63,907",7,"103,314",239,"2,993,955","1,099","17,700,513","1,053","3,823,764",33,"2,003,130","2,417","222,818,818","2,449","224,820,964","2,276","146,780,258","2,508","75,269,756","1,619","17,491,749",134,"503,099","2,341","1,538,523","8,505","3,481,442","3,415","98,523,352","11,223","9,392","6,563,295",697,"222,770","3,265","1,536,381","8,596","5,249,684"
QLD,Gold Coast,4214,"25,407","25,105","1,607,558,723","21,313","340,193,104","17,569","28,628,616","1,201","1,572,145","17,563","30,170,252","19,567","358,964,046","1,802","6,391,701","19,969","1,273,967,405","19,451","312,427,073","6,600","19,941,503",210,"2,228,404",519,"3,351,133","1,815","14,172,780","1,343","19,469,361",35,"444,978",205,"6,869,316","15,981","16,244,897","1,326","1,325,551","3,665","33,994,086","3,624","13,146,150","25,133","1,682,923,454","6,622","17,398,165","2,569","3,929,409","11,631","3,786,591","1,634","2,746,315","12,887","17,701,358","15,596","45,561,838",291,"96,210",155,"1,129,951",380,"657,015","5,477","2,934,570",507,"1,144,436",13,"11,270","8,361","2,690,101","18,505","73,914,803","1,218","24,509,877",248,"3,310,125","2,726","16,324,403",84,"770,729","3,030","116,404,727","1,539","12,465,898",472,"10,023,415",15,"80,350",335,"3,734,720","1,442","24,906,581","1,189","6,730,811","1,924","57,685,373","1,795","46,863,599","1,657","9,914,957","1,372","3,247,852","1,330","1,281,765","2,835","69,299,044","2,279","25,901,569","1,526","4,722,803","2,838","31,703,347","1,693","15,572,600","1,157","-8,616,785","2,854","6,955,815",240,"2,355,693",39,"43,957",15,"175,188",272,"2,024,297","1,077","16,244,703","1,023","3,266,324",59,"1,652,362","2,989","204,691,761","3,041","206,440,234","2,757","113,902,384","3,114","90,006,374","2,028","20,098,494",134,"492,519","2,584","1,537,195","11,626","4,614,805","4,109","119,220,178","12,046","10,056","7,014,338",853,"229,467","3,339","1,507,152","9,475","5,736,653"
QLD,Gold Coast,4215,"37,109","36,589","2,150,995,755","30,874","434,737,459","23,398","35,839,854","1,499","2,020,051","23,395","37,813,983","28,087","455,239,139","2,726","10,260,783","29,682","1,702,758,724","29,056","401,003,386","10,051","23,906,083",303,"2,537,538",769,"4,081,537","3,504","29,142,609","2,025","31,098,960",51,"633,837",327,"11,795,522","23,050","23,914,049","1,625","2,749,577","4,275","51,446,964","4,249","20,563,136","36,612","2,248,598,514","8,864","23,174,933","3,996","5,739,406","17,178","5,783,997","2,668","5,208,413","18,306","23,036,497","22,643","62,943,246",336,"127,045",250,"740,055",528,"1,367,146","7,142","3,937,424",638,"1,188,819",26,"92,102","11,943","3,905,901","26,560","95,947,734","1,603","32,304,997",308,"4,912,762","3,200","17,963,686",78,"54,580","3,226","110,087,811","1,825","11,138,135",845,"15,017,711",15,"142,687",488,"4,799,247","1,803","52,676,962","1,472","17,620,255","2,464","109,941,856","2,280","72,636,300","1,967","17,180,767","1,554","5,092,396","1,532","2,352,115","3,143","83,661,118","2,262","26,654,520","1,496","5,171,185","3,135","38,626,937","1,917","22,655,745","1,240","-9,444,316","3,162","13,211,429",359,"2,337,093",78,"122,445",35,"455,250",386,"3,534,213","1,132","16,569,499","1,163","4,937,455",79,"1,570,679","4,708","286,029,224","4,783","287,655,462","4,240","169,213,523","4,885","114,567,312","3,158","23,732,097",235,"836,501","3,432","1,742,953","18,528","7,316,336","6,120","190,017,274","14,012","11,181","7,584,097","1,561","347,336","3,248","1,476,476","11,084","6,454,957"
QLD,Gold Coast,4216,"25,144","24,843","1,818,387,991","21,143","431,081,189","17,402","32,961,311","1,142","1,615,337","17,388","34,533,112","19,118","451,722,238","1,490","5,373,596","17,970","1,205,450,834","17,502","304,045,218","5,856","22,483,346",214,"2,528,910",475,"4,455,623","1,564","12,802,620","1,668","24,541,220",64,"1,259,194",339,"12,692,833","16,303","32,509,938","1,840","3,188,353","4,868","82,418,999","4,829","32,436,030","24,889","1,903,532,187","6,011","17,913,491","2,463","4,145,508","10,328","3,298,599","1,269","2,039,747","11,668","15,187,826","14,118","42,585,171",333,"80,895",209,"1,067,241",512,"2,492,762","5,124","3,519,331",610,"1,281,079",8,"2,694","9,128","3,802,098","18,385","82,176,315",790,"16,178,028",285,"3,892,715","2,527","17,333,161",77,"1,208,066","3,987","206,885,219","2,017","25,673,556",424,"8,903,290",26,"350,703",339,"6,056,565","1,913","106,685,397","1,512","39,050,391","2,561","219,622,197","2,269","93,205,745","2,005","18,424,238","1,591","6,798,246","1,540","2,477,999","3,311","92,427,886","2,258","29,111,663","1,660","6,086,829","3,317","41,605,170","2,107","26,168,278","1,232","-10,644,054","3,340","15,524,224",229,"4,337,214",68,"137,511",17,"201,500",367,"9,547,355","1,358","23,530,518",925,"3,649,501",54,"1,391,908","2,628","206,142,753","2,680","207,534,064","2,457","124,902,601","2,778","77,870,313","1,773","19,171,369",258,"1,020,593","2,504","1,579,847","10,858","4,250,810","3,210","90,870,928","13,411","11,312","8,872,161",990,"332,984","3,736","2,075,698","10,301","7,129,447"
QLD,Gold Coast,4217,"32,639","32,132","2,458,066,401","27,019","622,227,773","19,922","42,852,534","1,192","1,795,985","19,902","44,555,022","24,543","648,371,915","1,650","6,520,857","23,453","1,490,345,591","22,825","379,358,262","7,061","25,828,131",209,"2,537,818",494,"3,415,886","1,775","14,654,083","1,475","22,353,913",61,"1,185,139",309,"11,826,560","20,831","54,620,857","2,238","4,324,166","5,892","140,309,194","5,858","54,976,019","32,203","2,586,902,690","6,854","20,504,609","3,558","5,974,182","12,262","4,129,870","2,003","4,216,974","14,309","19,103,900","17,608","53,929,535",397,"140,691",317,"3,629,968",773,"2,555,649","5,725","9,874,742","1,022","4,838,210",17,"130,699","10,530","5,449,358","23,070","123,801,563",848,"17,103,551",317,"5,324,680","2,442","19,305,615",136,"-18,771","5,332","357,570,427","2,821","54,646,884",730,"15,538,705",20,"264,857",470,"10,586,861","2,503","158,143,362","2,093","58,897,003","3,403","348,146,404","2,964","175,889,375","2,684","37,179,178","2,221","14,715,452","2,154","5,076,671","4,208","156,343,647","2,798","41,124,714","1,966","9,523,694","4,182","75,024,837","2,815","44,498,351","1,405","-13,827,948","4,226","30,670,403",256,"2,222,451",118,"802,708",16,"198,237",487,"6,542,439","1,775","37,301,459","1,317","5,759,089",60,"2,192,854","4,616","1,452,156,166","4,672","1,454,317,828","3,992","1,316,488,742","4,733","127,060,247","2,982","34,540,999",244,"1,001,841","3,749","2,105,848","14,744","6,083,769","3,744","125,893,629","16,740","13,330","10,969,110","1,582","465,025","4,814","3,000,150","11,972","8,433,986"
