"Taxation statistics 2021–22 Individuals: Selected items, by state/territory1, Statistical Area Level 4 (SA4)2, and postcode, 2021–22 income year3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State/ Territory1,Statistical Area Level 4 (SA4)2,Postcode,"Individuals
no.","Taxable income or loss4
no.","Taxable income or loss4
$","Tax on taxable income
no.","Tax on taxable income
$","Medicare levy
no.","Medicare levy
$","Medicare levy surcharge
no.","Medicare levy surcharge
$","Total Medicare levy liability
no.","Total Medicare levy liability
$","Net tax
no.","Net tax
$","HELP assessment debt
no.","HELP assessment debt
$","Salary or wages
no.","Salary or wages
$","Tax withheld from salary or wages
no.","Tax withheld from salary or wages
$","Allowances earnings tips directors fees etc
no.","Allowances earnings tips directors fees etc
$","Employer lump sum payments amount A
no.","Employer lump sum payments amount A
$","Employment termination payments taxable component
no.","Employment termination payments taxable component
$","Australian government allowances and payments
no.","Australian government allowances and payments
$","Australian government pensions and allowances
no.","Australian government pensions and allowances
$","Australian annuities and superannuation income streams taxable component taxed element
no.","Australian annuities and superannuation income streams taxable component taxed element
$","Australian annuities and superannuation income streams taxable component untaxed element
no.","Australian annuities and superannuation income streams taxable component untaxed element
$","Gross interest
no.","Gross interest
$","Dividends unfranked
no.","Dividends unfranked
$","Dividends franked
no.","Dividends franked
$","Dividends franking credit
no.","Dividends franking credit
$","Total Income or Loss4
no.","Total Income or Loss4
$","Total work related car expenses
no.","Total work related car expenses
$","Work related travel expenses
no.","Work related travel expenses
$","Total work related uniform/clothing expenses
no.","Total work related uniform/clothing expenses
$","Total work related self education expenses
no.","Total work related self education expenses
$","Other work related expenses
no.","Other work related expenses
$","Total work related expenses
no.","Total work related expenses
$","Low value pool deduction
no.","Low value pool deduction
$","Interest deductions
no.","Interest deductions
$","Dividend deductions
no.","Dividend deductions
$","Gifts or donations
no.","Gifts or donations
$","Cost of managing tax affairs - Interest charged by the ATO
no.","Cost of managing tax affairs - Interest charged by the ATO
$","Cost of managing tax affairs - Litigation costs
no.","Cost of managing tax affairs - Litigation costs
$","Cost of managing tax affairs - Other expenses incurred in managing your tax affairs
no.","Cost of managing tax affairs - Other expenses incurred in managing your tax affairs
$","Total deductions4
no.","Total deductions4
$","Total reportable fringe benefits amounts - Employers exempt from FBT under section 57A of the FBTAA 1986
no.","Total reportable fringe benefits amounts - Employers exempt from FBT under section 57A of the FBTAA 1986
$","Total reportable fringe benefits amounts - Employers not exempt from FBT under section 57A of the FBTAA 1986
no.","Total reportable fringe benefits amounts - Employers not exempt from FBT under section 57A of the FBTAA 1986
$","Reportable employer superannuation contributions
no.","Reportable employer superannuation contributions
$","Net primary production distribution
no.","Net primary production distribution
$","Net non primary production distribution
no.","Net non primary production distribution
$","Share of franking credit from franked dividends
no.","Share of franking credit from franked dividends
$","Net PSI transferred
no.","Net PSI transferred
$","Deferred non-commercial business losses primary production deferred losses
no.","Deferred non-commercial business losses primary production deferred losses
$","Deferred non-commercial business losses non primary production deferred losses
no.","Deferred non-commercial business losses non primary production deferred losses
$","Capital gains net capital gain
no.","Capital gains net capital gain
$","Estimated tax on net capital gains
no.","Estimated tax on net capital gains
$","Capital gains total current year capital gains
no.","Capital gains total current year capital gains
$","Capital gains net capital losses carrier forward
no.","Capital gains net capital losses carrier forward
$","Foreign source income assessable foreign source income
no.","Foreign source income assessable foreign source income
$","Foreign source income other net foreign source income
no.","Foreign source income other net foreign source income
$","Foreign source income foreign income tax offset
no.","Foreign source income foreign income tax offset
$","Gross rent
no.","Gross rent
$","Rent interest deductions
no.","Rent interest deductions
$","Rent capital works deductions
no.","Rent capital works deductions
$","Rent other rental deductions
no.","Rent other rental deductions
$",Net rent - profit no.,"Net rent - profit 
$","Net rent - loss 
no.","Net rent - loss 
$","Net rent4
no.","Net rent4
$","Other income category 1
no.","Other income category 1
$","Other income category 2 (ATO Interest)
no.","Other income category 2 (ATO Interest)
$","Other income category 3 (FHSS)
no.","Other income category 3 (FHSS)
$","Other income category 4
no.","Other income category 4
$","Personal superannuation contributions
no.","Personal superannuation contributions
$","Other deductions
no.","Other deductions
$","Total business income - primary production
no.","Total business income - primary production
$","Total business income non-primary production
no.","Total business income non-primary production
$","Total business income4
no.","Total business income4
$","Total business expenses4
no.","Total business expenses4
$","Net income or loss from business
no.","Net income or loss from business
$","Estimated business net tax
no.","Estimated business net tax
$","Australian superannuation income stream tax offset
no.","Australian superannuation income stream tax offset
$","Small business income tax offset
no.","Small business income tax offset
$","Low income tax offset
no.","Low income tax offset
$","Low and middle income tax offset
no.","Low and middle income tax offset
$","HELP debt balance
no.","HELP debt balance
$","People with private health insurance
no.","Private health insurance - your Australian Government rebate received
no.","Private health insurance - your Australian Government rebate received
$","Private health insurance rebate credited (rebate increased)
no.","Private health insurance rebate credited (rebate increased)
$","Excess private health reduction or refund (rebate reduced)
no.","Excess private health reduction or refund (rebate reduced)
$","Total private health insurance rebate
no.","Total private health insurance rebate
$"
QLD,Brisbane - East,4164,"11,999","11,905","852,353,174","10,347","188,857,925","9,282","15,986,569",552,"765,559","9,274","16,726,535","9,559","190,378,436",977,"3,272,968","10,043","720,868,763","9,844","181,920,547","2,955","9,620,412",132,"1,499,194",275,"1,988,449",652,"4,362,054",471,"5,903,241",27,"271,953",126,"3,875,026","5,630","1,265,634",629,"840,791","1,731","14,375,067","1,719","5,682,905","11,916","889,642,866","3,091","8,884,460","1,361","1,922,156","5,906","1,552,680",408,"756,129","6,991","9,350,698","8,199","22,466,123",237,"73,454",73,"179,811",194,"444,664","3,221","1,430,514",129,"282,473",3,720,"4,394","1,194,892","9,424","36,969,681",587,"12,183,515",249,"3,164,836","1,835","10,722,427",25,"-76,475","1,413","46,464,665",801,"5,162,279",160,"2,746,610",8,"142,053",159,"1,569,093",938,"24,948,246",759,"8,392,967","1,175","55,646,009",839,"18,835,080",727,"5,977,494",605,"1,604,746",595,"1,116,263","1,209","22,501,958",995,"7,417,146",722,"2,104,176","1,203","11,138,957",654,"4,633,102",556,"-2,791,423","1,213","1,841,679",158,"1,469,203",19,"27,807",10,"118,057",200,"1,860,432",562,"8,538,412",582,"2,230,962",19,"2,497,918",973,"236,716,988",989,"239,214,906",952,"211,673,172","1,022","26,186,509",635,"5,130,905",87,"255,746",892,"569,201","5,002","1,931,679","8,356","9,983,476","1,950","43,030,553","7,126","5,906","4,002,272",455,"155,656","2,083","906,852","5,542","3,251,076"
QLD,Brisbane - East,4165,"24,282","24,054","1,623,831,841","20,650","347,051,146","18,315","30,178,887","1,126","1,474,830","18,298","31,580,081","18,875","347,641,533","1,585","5,234,334","19,573","1,346,173,418","19,189","331,551,281","5,755","19,296,910",247,"2,604,059",545,"3,897,352","1,447","10,633,039","1,255","16,120,709",102,"1,129,456",346,"11,424,427","10,958","3,306,271","1,293","1,311,540","3,907","36,531,771","3,888","14,601,466","24,076","1,695,368,310","5,827","17,036,639","2,747","4,343,504","12,061","3,298,576",786,"1,336,316","13,536","17,733,041","16,082","43,748,076",449,"135,353",150,"248,084",373,"647,683","6,510","2,678,382",275,"480,652",14,"6,262","9,307","2,652,217","18,876","70,416,605",980,"20,443,425",436,"5,361,282","3,513","20,834,916",77,"252,574","2,914","86,202,639","1,641","9,682,332",397,"8,894,783",14,"172,426",278,"3,384,289","2,071","46,656,263","1,610","12,131,297","2,480","103,201,360","1,582","33,107,396","1,533","11,483,182","1,274","2,693,946","1,179","2,202,417","2,706","49,483,602","2,112","15,047,327","1,491","4,273,397","2,698","24,165,227","1,554","11,243,911","1,151","-5,246,260","2,717","5,997,651",360,"1,864,377",41,"127,244",12,"107,666",461,"1,848,126","1,024","16,182,220","1,155","3,487,726",36,"1,407,930","1,874","135,018,917","1,911","136,467,788","1,843","85,472,185","1,985","48,618,935","1,184","9,278,433",264,"838,571","1,671","1,088,924","10,193","3,973,966","16,825","19,973,723","3,420","74,857,229","13,664","11,651","8,269,659",855,"300,905","3,733","1,632,612","11,128","6,937,952"
QLD,Brisbane Inner City,4169,"11,824","11,660","1,072,443,058","10,223","283,940,124","8,805","19,900,173",566,"819,766","8,795","20,680,185","9,545","289,693,196","1,644","7,311,455","9,707","762,990,418","9,521","212,266,563","2,295","6,868,544",124,"2,204,739",294,"4,167,793","1,198","8,861,399",245,"3,159,545",20,"380,047",101,"4,185,675","6,298","3,404,839",947,"1,709,552","2,250","38,737,185","2,234","15,564,447","11,685","1,117,203,699","2,252","6,012,018","1,455","1,784,974","4,120","1,224,998",649,"1,686,983","6,477","9,307,049","7,441","20,016,022",209,"68,743",128,"658,860",361,"835,441","3,143","3,943,054",161,"491,083",2,"6,100","3,653","1,898,682","8,937","43,239,016",581,"11,657,974",232,"4,461,682","1,690","11,483,945",56,"-1,403,687","1,972","122,172,515","1,314","19,649,975",266,"6,964,999",15,"496,584",161,"1,758,672","1,429","58,124,898","1,248","21,499,778","1,784","137,618,273","1,110","37,325,289","1,236","9,408,847","1,123","3,231,562","1,045","1,758,245","1,602","42,957,267","1,204","11,590,683",901,"3,359,950","1,606","22,558,473",977,"9,529,138",630,"-4,080,977","1,615","5,448,161",128,"559,677",26,"1,569,180",17,"179,817",291,"1,741,253",689,"12,382,316",681,"2,836,223",47,"827,052","1,156","116,647,398","1,202","117,474,450","1,107","70,409,754","1,252","45,856,244",844,"13,092,897",64,"272,594",869,"532,578","4,603","1,818,469","7,598","8,954,424","2,959","91,815,326","6,999","5,276","3,610,777",709,"215,602","2,318","1,181,158","4,649","2,645,221"
QLD,Brisbane Inner City,4170,"18,586","18,434","1,780,717,318","16,639","466,034,356","15,303","34,106,320",828,"1,063,133","15,286","35,129,257","15,799","478,398,278","2,621","11,311,459","16,222","1,413,799,743","15,951","396,053,721","4,054","13,736,105",194,"3,082,888",432,"4,171,520","1,311","8,898,451",429,"5,790,010",33,"696,519",133,"5,347,134","9,643","2,972,954","1,484","1,903,601","3,692","56,628,472","3,662","21,104,574","18,452","1,848,709,901","4,382","12,456,360","2,328","2,681,664","7,136","1,909,728",947,"2,354,280","11,846","17,769,157","13,213","37,171,189",426,"136,900",168,"734,784",562,"1,682,550","5,627","3,479,790",261,"479,539",8,"8,178","6,608","2,614,380","15,027","66,903,984","1,033","21,700,888",414,"5,592,877","3,270","20,308,907",74,"-1,165,010","3,043","129,859,868","2,167","18,152,081",326,"9,172,756",22,"933,659",251,"2,213,655","2,279","76,118,422","2,041","28,221,985","2,824","167,862,560","1,698","42,701,897","1,973","11,060,593","1,795","6,250,382","1,712","2,128,997","2,718","61,348,172","2,319","20,485,944","1,595","5,582,735","2,725","32,108,401","1,491","11,143,673","1,240","-7,962,341","2,734","3,181,332",226,"1,450,424",45,"193,935",27,"270,471",382,"2,076,393","1,091","15,452,728","1,434","5,042,917",41,"5,071,821","1,529","149,672,866","1,568","154,752,187","1,442","95,117,668","1,634","57,995,330","1,067","16,049,885",102,"390,370","1,240","801,108","6,502","2,433,333","12,199","14,627,851","4,562","128,581,748","12,676","9,983","6,327,236",934,"285,983","4,873","2,311,244","8,312","4,301,975"
QLD,Brisbane Inner City,4171,"11,517","11,386","1,528,077,237","10,062","473,084,147","9,285","29,581,606",478,"751,071","9,268","30,293,231","9,510","488,357,983","1,260","5,418,006","9,322","990,533,700","9,105","306,339,293","2,136","10,602,811",107,"3,267,463",264,"10,815,469",598,"4,185,019",238,"3,124,185",44,"796,215",138,"5,933,159","6,266","3,131,373","1,310","2,187,605","2,985","62,996,130","2,970","25,006,976","11,415","1,585,755,288","2,415","7,774,981","1,258","1,569,133","3,365","855,106",444,"1,301,259","6,649","10,935,076","7,386","22,435,555",305,"106,487",139,"1,164,398",490,"2,259,546","3,395","2,555,166",300,"577,153",2,"7,426","4,365","2,796,680","9,135","55,832,226",471,"10,222,336",332,"6,411,715","1,916","14,365,938",45,"-221,180","2,728","166,825,686","1,833","24,301,836",183,"10,189,442",16,"594,893",177,"2,301,589","1,793","130,882,927","1,567","52,565,897","2,255","275,386,642","1,423","49,872,466","1,660","16,396,369","1,472","7,126,158","1,364","3,181,413","2,209","58,901,981","1,782","19,027,769","1,309","5,181,297","2,218","31,255,990","1,209","11,931,630","1,014","-8,495,205","2,227","3,436,425",130,"1,077,874",53,"40,618",11,"111,587",289,"3,815,698","1,041","18,775,892","1,069","5,072,404",17,"965,659",934,"125,740,123",949,"126,705,782",891,"64,752,539","1,009","60,854,993",636,"21,421,786",115,"450,266",847,"602,297","3,458","1,330,993","6,302","7,403,004","2,368","66,591,890","8,891","6,527","4,603,791",647,"254,975","3,513","1,911,132","4,958","2,947,634"
QLD,Brisbane - East,4172,"3,407","3,380","276,781,726","3,063","65,064,571","2,759","5,213,333",163,"211,763","2,757","5,416,573","2,885","66,247,911",371,"1,505,824","3,002","237,988,016","2,963","63,221,270",750,"2,199,578",35,"515,879",71,"706,832",256,"1,819,064",85,"1,319,536",4,"23,431",28,"877,037","1,692","360,548",237,"234,651",559,"7,883,351",556,"3,301,314","3,382","287,755,331",816,"2,361,575",436,"543,818","1,474","399,997",153,"323,768","2,129","3,082,533","2,441","6,711,691",73,"32,711",19,"48,582",67,"230,759","1,047","552,270",37,"58,804",2,300,"1,238","393,161","2,759","10,849,578",151,"3,208,224",58,"741,420",560,"3,214,059",8,"98,978",445,"11,961,008",320,"1,465,808",58,"1,808,315",4,"31,660",47,"423,226",347,"4,304,778",315,"1,181,470",439,"9,508,016",290,"5,942,160",302,"707,823",282,"437,517",272,"178,809",466,"9,184,418",404,"3,291,911",254,"884,448",466,"4,671,177",219,"1,499,040",247,"-1,162,158",467,"336,882",36,"215,509",6,"10,112",9,"194,463",72,"899,098",156,"2,237,034",216,"580,675",4,"65,266",277,"15,014,797",281,"15,080,063",261,"8,399,985",300,"6,370,850",190,"1,263,660",17,"49,647",213,"126,537","1,337","496,015","2,368","2,845,350",670,"17,844,986","2,112","1,749","1,069,321",180,"55,846",750,"308,362","1,579","816,805"
QLD,Brisbane - East,4173,"5,393","5,348","367,552,921","4,732","77,231,607","4,262","6,879,056",248,"315,754","4,259","7,188,194","4,409","77,920,395",538,"1,902,198","4,657","329,389,291","4,580","82,147,367","1,236","4,241,525",55,"477,925",124,"854,606",415,"2,864,591",222,"2,961,740",14,"200,080",52,"1,810,649","2,549","573,072",284,"134,034",819,"4,055,307",815,"1,642,292","5,350","381,317,241","1,208","3,037,296",581,"830,360","2,566","688,398",201,"310,950","3,282","4,145,469","3,801","9,012,473",89,"33,987",33,"54,041",85,"79,501","1,640","621,982",36,"57,817",0,0,"2,065","543,688","4,302","13,564,942",243,"5,062,125",77,"869,172",899,"5,131,392",7,0,567,"9,170,091",401,"743,455",108,"2,164,432",1,"16,018",59,"703,355",457,"5,959,380",389,"1,498,641",551,"13,164,905",345,"6,370,906",376,"1,045,163",332,"248,923",323,"113,493",575,"11,502,500",473,"3,879,046",330,"965,737",573,"5,897,441",316,"2,049,622",259,"-1,289,346",576,"760,276",73,"464,066",6,"1,465",1,"1,199",92,"255,829",202,"2,438,583",253,"717,817",11,"155,020",407,"24,696,896",418,"24,851,916",394,"14,830,240",432,"9,536,630",279,"1,690,861",40,"131,897",308,"184,844","2,282","835,260","3,910","4,754,107",976,"24,426,997","3,115","2,724","1,793,026",221,"67,285",912,"373,687","2,616","1,486,624"
QLD,Brisbane - East,4174,"1,994","1,977","138,473,427","1,758","29,205,775","1,607","2,597,643",91,"123,484","1,608","2,721,127","1,656","29,500,696",191,"756,504","1,778","124,546,997","1,748","30,843,167",483,"1,305,221",19,"271,918",51,"163,080",164,"1,120,903",67,"921,958",2,"24,183",6,"169,947",846,"196,230",86,"51,753",245,"898,433",243,"333,430","1,979","143,673,338",478,"1,114,595",261,"441,484","1,018","281,739",90,"162,322","1,241","1,574,751","1,467","3,574,891",35,"28,792",11,"2,894",27,"32,592",592,"197,720",20,"11,841",0,0,702,"177,227","1,597","5,117,547",84,"1,838,386",33,"517,421",305,"1,481,350",1,"37,422",193,"4,189,517",109,"399,317",44,"638,290",5,"149,253",27,"117,019",146,"2,948,229",130,"919,867",176,"8,149,413",96,"1,594,618",93,"280,527",78,"30,027",79,"11,054",205,"4,031,207",180,"1,343,934",112,"385,971",202,"2,020,389",103,"717,372",102,"-436,459",205,"280,913",23,"89,078",2,"36,287",2,"39,916",31,"264,826",63,"848,698",84,"235,724",4,"76,462",146,"8,969,246",149,"9,045,708",139,"5,181,293",162,"3,577,590",96,"708,171",3,"12,474",130,"78,063",829,"306,651","1,451","1,773,380",348,"8,485,877","1,043",894,"544,381",92,"25,458",301,"113,182",867,"456,657"
QLD,Brisbane - East,4178,"16,472","16,288","1,189,828,241","14,204","266,431,797","12,686","22,254,382",743,"986,799","12,680","23,222,976","13,110","270,085,204","1,371","5,101,384","13,643","1,013,024,117","13,401","261,742,456","3,831","11,023,745",168,"1,897,965",391,"3,931,174","1,221","9,297,624",727,"9,849,080",64,"779,836",196,"6,789,379","7,649","1,744,386",988,"1,404,123","2,751","18,302,735","2,735","7,254,562","16,298","1,236,252,402","3,443","9,420,053","1,760","2,448,638","7,106","1,905,958",601,"1,131,688","9,346","11,790,572","10,899","26,696,909",300,"108,659",109,"149,905",350,"851,839","4,987","2,113,839",172,"283,686",9,"10,247","6,373","1,860,098","12,874","45,386,898",746,"16,427,554",232,"3,041,205","2,663","16,697,196",33,"-1,561","2,086","52,671,109","1,349","6,142,266",327,"7,817,330",13,"516,900",186,"2,223,157","1,607","33,059,792","1,302","9,814,582","1,950","69,995,395","1,227","24,768,387","1,287","5,979,420","1,127","2,090,316","1,052","564,958","2,050","39,167,740","1,590","11,797,849","1,135","3,156,827","2,049","19,918,114","1,253","8,342,996",807,"-4,045,851","2,064","4,297,145",203,"1,225,394",23,"68,953",11,"148,246",362,"1,206,419",733,"10,803,387",825,"2,379,834",26,"733,463","1,261","159,652,895","1,282","160,377,118","1,226","127,643,975","1,322","30,836,376",807,"6,013,722",151,"501,213",976,"596,588","6,670","2,561,052","11,225","13,405,325","2,706","66,232,640","9,620","8,114","5,471,515",703,"226,565","3,060","1,270,264","7,570","4,427,816"
QLD,Brisbane - East,4179,"12,476","12,371","1,000,303,033","10,672","241,079,458","9,574","18,888,284",533,"688,604","9,573","19,551,442","9,849","245,721,420",917,"3,505,652","10,108","808,717,377","9,916","217,987,110","2,750","9,580,721",149,"1,636,059",295,"2,305,457",763,"5,779,468",528,"7,255,086",34,"407,733",168,"6,084,112","6,168","2,449,877",912,"962,782","2,454","18,973,606","2,441","7,522,081","12,383","1,040,435,445","2,569","7,226,786","1,228","1,589,589","4,860","1,255,975",421,"843,361","6,945","9,009,711","8,077","19,925,422",256,"84,960",104,"373,598",302,"742,717","3,769","1,812,716",161,"322,585",8,"19,058","4,700","1,986,738","9,800","39,471,288",531,"11,368,989",256,"3,689,454","2,159","14,548,041",37,"-321,000","2,028","65,491,879","1,329","8,403,067",219,"5,289,455",7,"1,600,674",143,"1,676,620","1,408","42,547,058","1,151","14,121,826","1,750","97,473,693","1,085","25,490,973","1,204","7,319,955","1,087","1,600,982",998,"1,240,256","1,832","39,015,576","1,444","11,963,723","1,031","3,097,805","1,839","19,091,701","1,067","9,154,447",773,"-4,292,102","1,845","4,862,345",139,"794,465",23,"12,956",14,"130,369",222,"746,359",715,"11,671,468",733,"2,475,566",16,"610,199","1,033","82,550,801","1,049","83,204,306",994,"53,217,032","1,092","27,442,063",687,"5,537,850",111,"353,457",907,"592,536","4,566","1,815,797","7,966","9,354,647","2,003","46,275,768","8,374","6,948","4,926,416",577,"209,874","2,865","1,342,253","6,233","3,794,037"
QLD,Brisbane - East,4183,"1,339","1,324","74,293,799","1,061","15,242,517",846,"1,289,936",50,"81,469",844,"1,366,100",905,"14,796,311",48,"149,062",904,"46,855,738",884,"10,604,829",195,"272,566",6,"72,578",19,"83,047",163,"1,304,821",88,"1,308,904",8,"58,627",18,"640,473",624,"241,768",97,"197,814",233,"4,315,979",231,"1,763,074","1,325","77,964,238",244,"514,132",111,"149,302",533,"160,515",34,"48,169",546,"605,889",669,"1,478,007",12,"2,685",9,"2,684",27,"42,572",372,"148,236",18,"26,117",0,0,511,"231,828",928,"3,653,658",48,"1,204,042",11,"227,169",116,"839,939",11,"88,926",187,"6,052,985",82,"517,717",19,"500,183",2,"14,913",20,"285,612",136,"5,557,443",98,"1,548,104",165,"11,458,090",106,"4,172,228",95,"944,058",87,"168,445",77,"252,355",216,"4,562,353",131,"872,976",102,"303,792",214,"2,371,155",162,"1,398,436",54,"-384,006",216,"1,014,430",13,"77,800",2,"3,712",0,0,39,"625,469",67,"1,626,777",32,"94,752",13,"883,303",221,"16,859,369",232,"17,742,672",219,"12,197,444",228,"5,465,920",118,"1,087,627",14,"39,056",160,"102,125",650,"283,778",839,"940,079",160,"3,147,435",590,510,"414,356",44,"13,491",125,"72,385",476,"355,461"
QLD,Brisbane - East,4184,"3,672","3,565","158,358,332","2,727","27,336,244","1,977","2,533,384",112,"186,183","1,972","2,712,440","2,126","25,242,490",96,"290,498","2,375","112,409,351","2,274","24,943,373",628,"1,587,018",34,"302,828",73,"1,144,236",744,"7,177,613",482,"7,060,448",23,"268,592",78,"2,488,854","1,448","497,907",167,"215,477",387,"3,082,496",382,"1,263,676","3,574","166,844,684",475,"1,097,154",262,"416,683","1,194","343,322",88,"119,324","1,246","1,293,906","1,635","3,270,389",36,"683,617",12,"17,620",34,"366,903",638,"288,905",42,"74,511",1,99,"1,281","414,562","2,267","8,257,796",115,"2,473,693",16,"265,992",298,"1,908,348",15,"73,138",300,"5,248,410",128,"596,362",87,"2,371,748",3,"14,457",84,"793,581",274,"5,291,550",169,"955,531",350,"12,409,945",252,"6,788,453",189,"1,632,344",109,"127,887",111,"173,957",409,"6,168,601",258,"1,283,482",168,"322,227",408,"3,132,148",268,"1,946,826",143,"-516,082",415,"1,430,744",39,"426,538",6,"7,110",0,0,54,"450,859",122,"2,240,166",71,"177,143",12,"380,342",442,"28,061,199",455,"28,750,263",430,"19,376,897",470,"8,295,658",213,"1,358,230",56,"167,991",235,"140,180","1,701","750,357","2,053","2,246,727",457,"9,826,432","1,110","1,005","733,489",81,"25,804",192,"72,845",979,"686,447"
QLD,Logan - Beaudesert,4205,"3,026","2,978","154,316,268","2,526","26,635,673","2,084","2,655,756",107,"129,915","2,083","2,784,024","2,218","25,456,398",189,"541,975","2,443","134,647,288","2,398","29,599,843",816,"1,201,901",24,"139,915",65,"149,694",450,"3,355,534",308,"4,449,517",6,"35,861",52,"1,530,651","1,135","249,021",94,"76,939",285,"743,674",283,"315,206","2,985","160,389,148",700,"1,747,661",294,"461,608","1,503","470,225",111,"150,179","1,552","1,845,556","1,937","4,675,229",34,"12,002",15,"1,342",30,"15,503",688,"303,057",18,"29,066",0,0,"1,018","233,062","2,191","5,978,047",116,"2,491,176",21,"249,857",305,"1,356,754",9,"8,554",194,"2,890,364",117,"341,775",74,"1,235,003",2,605,31,"476,947",151,"1,361,237",108,"241,064",182,"2,911,824",133,"2,859,338",115,"458,747",86,"49,536",88,"78,700",161,"2,460,782",122,"606,418",68,"126,222",162,"1,249,449",105,"723,307",59,"-244,614",164,"478,693",36,"222,570",2,"1,863",5,"32,051",41,"132,888",63,"553,422",70,"151,036",5,"136,673",236,"15,067,779",241,"15,226,211",222,"9,777,312",244,"5,235,730",153,"680,319",30,"81,654",168,"88,957","1,530","591,204","2,171","2,631,740",473,"10,723,606",911,794,"505,289",89,"29,005",128,"38,370",818,"495,925"
QLD,Logan - Beaudesert,4207,"40,428","39,818","2,278,703,124","34,404","427,683,093","29,129","40,399,737","1,668","2,130,014","29,125","42,519,881","31,060","418,142,974","2,813","8,465,019","33,834","1,963,014,645","33,186","443,422,222","10,368","23,605,859",337,"2,533,322","1,035","3,759,335","5,295","40,047,553","2,573","37,281,091",66,"775,516",254,"8,090,938","14,740","3,229,768","1,014","1,304,381","3,518","27,822,100","3,493","10,573,455","39,859","2,381,741,975","10,322","27,436,549","4,655","8,484,444","21,394","6,754,250","1,564","2,227,987","21,541","27,188,921","26,776","72,092,151",456,"189,124",155,"203,618",261,"538,943","9,207","5,282,133",440,"868,081",23,"14,969","13,243","3,131,656","29,995","100,513,660","1,456","30,755,511",388,"4,572,156","4,159","21,275,106",127,"979,284","2,885","83,689,730","1,341","5,747,452",900,"18,955,928",39,"1,021,632",442,"4,735,581","1,972","44,093,878","1,609","11,701,617","2,335","93,359,575","1,680","24,280,122","1,176","4,508,520",994,"1,602,299",950,"474,793","2,916","48,856,094","2,384","14,715,433","1,352","3,654,921","2,914","24,421,808","1,674","11,411,254","1,262","-5,321,412","2,939","6,089,842",478,"2,611,429",43,"104,616",36,"314,429",630,"3,261,943","1,040","14,489,623","1,256","3,643,139",128,"5,151,248","3,398","215,812,107","3,511","220,963,355","3,326","143,729,838","3,575","73,633,152","2,153","11,360,975",181,"486,520","2,655","1,603,123","20,316","7,625,850","29,661","36,032,434","6,434","147,514,621","13,195","11,456","7,029,724",993,"268,968","2,865","1,112,496","11,334","6,186,195"
QLD,Gold Coast,4208,"15,213","15,058","1,003,828,701","13,143","210,806,825","11,690","18,647,765",794,"1,047,440","11,688","19,664,645","12,114","211,537,741","1,061","3,313,855","12,944","854,324,891","12,666","206,382,229","3,863","11,153,825",152,"1,606,562",351,"1,278,229","1,096","7,590,890",618,"8,425,065",31,"540,312",84,"2,876,413","6,328","1,165,611",515,"630,546","1,526","12,682,931","1,522","4,622,085","15,071","1,048,772,503","4,281","11,937,186","1,833","3,184,291","8,209","2,515,178",579,"927,929","8,823","11,790,154","10,603","30,354,738",208,"68,691",57,"100,233",131,"147,228","3,722","1,585,198",202,"340,424",13,"5,051","5,224","1,432,754","11,853","43,832,248",564,"11,663,865",227,"2,751,012","1,831","9,852,763",40,"1,115,547","1,587","54,658,165",733,"4,833,784",247,"4,591,355",7,"43,415",234,"3,307,595","1,035","30,200,679",905,"9,253,872","1,208","67,405,984",786,"18,392,513",604,"3,856,856",493,"974,577",496,"687,347","1,533","26,218,097","1,328","8,919,922",853,"2,387,475","1,536","12,539,150",820,"5,275,727",723,"-2,904,177","1,543","2,371,550",196,"1,617,442",32,"169,430",13,"51,812",256,"2,127,071",545,"7,960,972",712,"1,820,630",25,"1,203,593","1,371","113,274,737","1,394","114,478,330","1,320","80,095,258","1,426","31,867,820",859,"6,445,319",64,"232,158","1,211","756,141","6,823","2,617,637","10,976","13,130,193","2,340","56,032,792","6,743","5,757","3,619,215",461,"123,691","1,852","798,948","5,467","2,943,958"
